game_name,content,score,at
Blue Archive,gacha ampas uy 100 kali gak dapet ungu dan udah 2kali spark,1,2025-08-25 16:39:35
Blue Archive,"gamenya bagus, gameplaynya juga bagus dan g ribet dan lumayan banyak istri hehe 😋",5,2025-08-25 15:39:16
Blue Archive,susah login knapa,1,2025-08-24 23:24:16
Blue Archive,"sistem rate gacha perlu diperbaiki karena karakter banner seharusnya lebih mudah didapatkan bukannya malah diberikan karakter ⭐3 lain, dan sistem akumulasi poin seharusnya bisa dipakai untuk banner berikutnya mengingat ""hard pity"" di game ini memerlukan pyroxenes dalam jumlah besar",2,2025-08-24 20:07:17
Blue Archive,menurutku sih ini game bagus di segala aspek tetapi kenapa yah respons saat ingin pencet sesuatu kayak lambat jadi setelah saya pencet seperti cafe saya harus nunggu beberapa detik dulu baru jalan ok itu aja keluhannya,5,2025-08-24 08:58:36
Blue Archive,"buat game nya bagus saya suka sama karakter nya, tapi game terlalu berat masih dwonload 8 GB belum semuanya masih apdet.",4,2025-08-24 06:29:46
Blue Archive,gamenya bagus dan karakter nya lucu dan imut imut apalagi pas gacha nya gacorr parah sih,5,2025-08-23 22:02:15
Blue Archive,mantap lah pokoknya,5,2025-08-23 21:03:57
Blue Archive,"halo Developedment, bisa tolong perbaikan lagi loding game nya, saya gak bisa login udah coba segala cara tetap gak bisa, tolong ya next update perbaiki masalah loding screen nya dan masalah koneksinya. saya sudah lama bermain game ini dan saya masih rindu blue archive yang dulu lebih ramah untuk penyimpanan HP dan kalo emang saya gak bisa main lagi saya udah senang banget karena di blue archive lah saya bisa terus bahagia dan beristirahat dan Terima kasih telah membuat game ini.",5,2025-08-23 20:00:07
Blue Archive,Game nya bagus banget,5,2025-08-23 13:54:01
Blue Archive,"Halo Dev game ini bagus cuman Di HP ram 4gb+ Helio G85 ini game kurang jalan dengan lancar lebih tepatnya ngefreeze malah😅, untuk kedepannya semoga di optimalisasi lebih lanjut",4,2025-08-23 09:46:32
Blue Archive,"mantap Nexon gem nya bagus,kalo bisa pyrox untuk para sesepuh di naikinlah,terus % gacha juga,sering spark gw xon.",5,2025-08-22 19:00:47
Blue Archive,aku suka game ini tapi kompatibel,5,2025-08-22 13:18:57
Blue Archive,lumayan seruu mantap,5,2025-08-22 10:05:04
Blue Archive,Suruh download data 9GB dan internal dah kosong 11 GB tapi l tetep dibilang ga cukup. Game aneh,1,2025-08-22 06:49:01
Blue Archive,Game nya bagus tapi banyak update habis pulsa gua malahan update nya sampai 10 GB njir 😭😭😭😭😭😭😭😭😭 habis itu loding nya lama 😑😑,2,2025-08-21 17:27:41
Blue Archive,Mantap,5,2025-08-21 12:30:03
Blue Archive,"kikir, Developer pliss kasih aku akari new year wok, jangan kasih kotama camp terus 😡😡",3,2025-08-20 19:09:15
Blue Archive,"gamenya seru, tapi kikir karena gapernah dapet hina dress, tolong kasih saya hina dress nexon-_-",5,2025-08-20 14:39:00
Blue Archive,Game Sampah,1,2025-08-19 19:43:12
Blue Archive,bagus cobain lah 🗿,5,2025-08-19 15:44:53
Blue Archive,apk 🥰 pengen ku nikahin serika,5,2025-08-19 15:14:17
Blue Archive,game nya seru tapi terlalu sering update hingga ketika kita memainkan game nya akan selalu lag dan patah patah,5,2025-08-19 10:27:57
Blue Archive,seru,5,2025-08-19 10:27:11
Blue Archive,Mantap👍,5,2025-08-18 20:14:18
Blue Archive,gamenya bagus banget,5,2025-08-18 10:15:59
Blue Archive,semenjak update ko jadi sering fore close mohon untuk memperbaiki bug ini bukan cuma saya saja yg kena,2,2025-08-17 22:03:57
Blue Archive,game ini cukup bagus untuk orang orang yang suka ngehalu😁,5,2025-08-17 17:09:50
Blue Archive,kenapa ada Update Notification!? lumayan tapi... apa ini gak bisa main,2,2025-08-17 14:48:02
Blue Archive,woi ini game atau apaan lama amat dwonload datanya🗿😮‍💨,2,2025-08-17 05:57:53
Blue Archive,"game bagus,gw dah dapet bini😋",5,2025-08-16 17:48:44
Blue Archive,serasa masuk dunia anime,5,2025-08-16 16:53:00
Blue Archive,"baguss, cuma tolong berikan bahasa Indonesia",5,2025-08-16 10:14:47
Blue Archive,cukup bagus namun suka Keluar sendiri,5,2025-08-16 09:46:26
Blue Archive,bagus,5,2025-08-15 21:18:01
Blue Archive,woi tolong lah jadikan ini game bettle royal kaya game ff jangan kaya gini bosan,4,2025-08-15 21:16:13
Blue Archive,"Overall, setelah aku mainin satu tahun lebih 1 bulan, game ini menurut aku wajib kalian coba. Damn, Kapan lagi ye kan Nexon ngasih istri secantik dan se soft spoken istri ku (Ichika) :3",5,2025-08-15 20:29:58
Blue Archive,maaf untuk developernya tolong game blue archive nya biar bisa di download di handphone 32 bit sama ram 3gb padahal handphone saya kuat memory aman aku kecewa ga bisa main game ini😭,5,2025-08-15 13:20:09
Blue Archive,tidak ada fitur telanjang,1,2025-08-15 00:20:43
Blue Archive,"game play nya seru!!, apa lagi main storynya bagus banget!!semoga entar ada lanjutannya👍👍",5,2025-08-14 22:58:02
Blue Archive,"alasan saya bermain game ini karena alur ceritanya yang menarik menurutku,selain itu juga gameplaynya bagus namun terkadang saat masuk digamenya pasti ada masalah koneksi padahal koneksi bagus.tapi secara keseluruhan,sudah bagus menurutku.",5,2025-08-14 22:13:04
Blue Archive,tunggu gw besok,5,2025-08-14 21:39:18
Blue Archive,"ini menurut PENDAPATKU! grafik 8,7/10 --- desain karakter 4/10 (karena body dan pakaiannya yang kurang sopan) --- story 8/10 (karena bahasa Inggris) --- battle 9/10 --- animasi 8.5/10 --- pengisi suara 1000000/10",5,2025-08-14 20:18:59
Blue Archive,game nya santai banget (tidak berlaku di story),5,2025-08-14 18:54:43
Blue Archive,pliss tambahin fitur nikah sama karakternya,5,2025-08-14 08:01:05
Blue Archive,bagus buat jadi bahan gooning,5,2025-08-13 11:03:00
Blue Archive,"kenapa game ini pas update pake wifi gak bisa di instal, padahal udah instal lama tapi pas update sekarang gak bisa di instal",3,2025-08-13 10:13:07
Blue Archive,loading nya lama bet dah tapi gw suka kok,5,2025-08-13 04:36:42
Blue Archive,seru bet jir karna banyak istri,5,2025-08-12 19:11:12
Blue Archive,"Mantapp! character design bagus dan story bagus (menurut Abang saya). Currency juga mudah di dapetin, banyak di kasih gratis malah! (Genshin could never). tapi, combat mungkin membosankan untuk beberapa orang. overall bagus dah, recommended! ^^",4,2025-08-12 17:37:46
Blue Archive,grafik nya lumayan bagus dan story nya juga bagus tapi tidak ada bahasa Indonesia dan ada ngelag nya dan ada juga ngebak nya saat saya bermain jadi kurangin sedikit ngelag nya dan tambah bahasa Indonesia nya juga dan juga Loding nya juga,4,2025-08-12 06:24:05
Blue Archive,mantap loading cuma 30menit tapi enak,4,2025-08-11 20:59:07
Blue Archive,"game favorit ku, terimakasih kpd dev nexon dan yostar yg tlh membuat game ini, ini game yg paling awesome dan paling wholesome yg pernah gw mainin",5,2025-08-11 18:35:46
Blue Archive,"gamenya bagus, critanya juga seru mantap deh pokoknya btw S2 nya kapan ya kak?😁",5,2025-08-11 11:53:15
Blue Archive,sediain bahasa Indonesia please,5,2025-08-11 01:48:53
Blue Archive,overall ini game bagus sih cuma bansosnya dikit banget tolong kasih lebih banyak lagi lah kasian Ama player yang setia masa ngasihnya dikit,4,2025-08-10 19:49:42
Blue Archive,"149 MB JIR, tapi itu sepadan karna ada waifu gw hosino",5,2025-08-10 19:45:42
Blue Archive,game dan story nya bagus bangett apa lagi. tapi tolong adain bahasa Indonesia dong. soalnya saya kurang paham dalam bahasa Inggris 😁,5,2025-08-10 17:54:23
Blue Archive,game ini bikin seru😁😁,5,2025-08-10 17:35:11
Blue Archive,game nya sering keluar sendiri tolong diperbaiki ya 😄,4,2025-08-10 15:53:56
Blue Archive,bagus lah 👍👍,5,2025-08-10 14:40:00
Blue Archive,AKU CINTA BLUE ARCHIVE!!! (berikan lebih banyak bansos nexson!!!!),5,2025-08-10 01:48:52
Blue Archive,👍👍👍 cocok buat kalian yang nyari game aksi tapi malas mainin banyak skill,5,2025-08-09 22:40:54
Blue Archive,gamenya oke banget kan aku mau ngeluh saat awal awal kan di suruh spin dan dapet tuh shiroko ga ku pencet save jadinya kok hilang shiroko ya ga ada di koleksi murid overal bagus gamenya,4,2025-08-09 12:21:22
Blue Archive,kurangl grafik hd,3,2025-08-09 10:02:54
Blue Archive,"untuk story bagus,fitur²nya oke lah,sistem gachanya juga bagus,karakternya imut+cantik😋(Waifu gw Nonomi btw),tapi aku kasih bintang 4 karena hp aku gk lancar+banyak anak kecil🥀🗿",4,2025-08-09 00:42:31
Blue Archive,update dengan adanya bahasa Indonesia,4,2025-08-08 23:33:19
Blue Archive,"setelah main game BA selama 8 bulan, game ini bukan sembarang game, karena game ini memiliki lebih banyak strategi murid, skill murid, role murid, dan cara mainnya bukan berarti game BA banyak unsur 18+ tapi ya itu sudah cukup, juga dari sistem gacha lumayan gak kecewa semuanya ada fungsi masing2, dari segi cerita menurut saya masih perlu di perbaiki agar mudah di mengerti, dan dari segi tampilan gamenya terutam L2D udah cukup bagus. intinya GAME INI HANYA UTK ORANG YANG SABAR 😈😁",4,2025-08-08 15:58:46
Blue Archive,"Overall bagus tapi UI nya berantakan dan kurang rapih, alangkah baiknya di-update selanjutnya ubah UI supaya lebih rapih. dan tolong jangan terlalu sering update besar-besaran, yang ada file jadi bengkak.",5,2025-08-08 15:05:48
Blue Archive,Tolong sediakan bahasa Indonesia nya.. bingung sama bhsa Inggris.. klo dri segi grafik dan main story nya seru bnget kok.. dan ckup memuaskan.. tpi klo ada versi bhsa Indonesia pasti seru bnget dan bisa buat player lebih memahami alur ceritanya,5,2025-08-08 05:04:58
Blue Archive,game asik walaupun agak sedikit Sus,5,2025-08-07 14:43:47
Blue Archive,gamenya baguss bangett,5,2025-08-07 12:38:18
Blue Archive,nice cuma agak lama aja pas awal buka tunggu loading dulu baru bisa click yang ada di menu lobby,5,2025-08-07 10:55:14
Blue Archive,kok ga ada fitur buka baju,1,2025-08-07 10:07:26
Blue Archive,ga ada bahasa indo plus bug nya belum di benerin,2,2025-08-07 07:59:38
Blue Archive,"mau update game malah kereset datanya,jadi download dari awal yang 6 GB🤮🤮🤮",1,2025-08-06 21:20:11
Blue Archive,bagus bagent tapi suka mau Meledak💥,5,2025-08-06 18:48:32
Blue Archive,"Gamenya seru banget! story utama dan story setiap muridnya juga sangat menarik. Gameplaynya juga asik untuk dimainkan karena karakternya yang lucu. Tapi, saya sangat tidak suka saat download data setelah patch, karena ukurannya setengah dari aplikasi Blue Archive ini. Hal ini membuat saya harus menunggu sangat lama untuk mendownload semua data patch untuk kembali memainkan gamenya. Mungkin kedepannya bisa dikecilkan ukuran update setiap patch nya, agar bisa kembali bermain dengan cepat",3,2025-08-06 17:34:35
Blue Archive,gaada fitur telanjang,1,2025-08-06 13:07:47
Blue Archive,aplikasi tidak bisa diinstal/update tolong perbaiki min,1,2025-08-06 09:00:02
Blue Archive,your game broke again,1,2025-08-06 03:06:08
Blue Archive,story bagus character bagus cuma 1 kendalanya gak bisa dijadiin istri.,4,2025-08-06 00:39:09
Blue Archive,cobak ada fitur bisa tengok anu ya pasti gak bakal rilis di Play setor semoga bermanfaat 🗿,5,2025-08-05 23:17:56
Blue Archive,"Sangat Game rekomendasi, dengan cerita nya yang 10/10",5,2025-08-05 22:58:53
Blue Archive,Mantap lah sakie mh wel,5,2025-08-05 22:56:41
Blue Archive,bagus tapi lebih bagus kalo ada bahasa Indonesia nya,5,2025-08-05 21:48:18
Blue Archive,game ini sangat seru karena ada istri gw😋😋,5,2025-08-05 21:42:34
Blue Archive,aku ingin menjadi seperti sensei yang peduli terhadap semua muridnya 😁,5,2025-08-05 21:22:01
Blue Archive,Baner fest 200 pull masih spark?sudah biasa,5,2025-08-05 19:24:47
Blue Archive,loginnya lama 14440 detik,1,2025-08-05 19:20:10
Blue Archive,game nya bagus tapi tolong size nya di kecilin,5,2025-08-05 19:16:52
Blue Archive,Game nya sangat bagus dan salah satu dari karakter di game ini ya itu Hoshino gw jadi in istri karna dia cantik imut 🥰,5,2025-08-05 19:01:05
Blue Archive,game nya bagus dan mudah di kuasai 😍,5,2025-08-05 18:56:29
Blue Archive,game bagus ku kasih bintang 5 yang lebih bagus ada shiroko😅,5,2025-08-05 18:40:32
Blue Archive,"ramah F2P, bansosnya lebih lancar daripada bansos dari pemerin-",5,2025-08-05 18:04:02
Blue Archive,"bagus , tapi story nya di tambahin dong biar GK bosen kalau dah late game🗿",5,2025-08-05 16:20:43
Blue Archive,ni game bagus si tapi tolong tambahin bahasa Indonesia gua gak bisa inggris 😂😂😂jadi tolong tambahin bahasa Indonesia nexson,5,2025-08-05 16:03:59
Blue Archive,"grafik bagus, gameplay mulus dan menyenangkan tpi entah aku gk pasti tpi kata org blue archive yg versi global itu sedikit delay dan kadang aku juga gk bisa login tpi ya gk papa moga² di perbaiki lagi dan aku sgt suka ini game",5,2025-08-05 15:50:52
Blue Archive,Sound nya Top Design nya Mahakarya Cerita nya Absolute cinema 10/10,5,2025-08-05 15:23:21
Blue Archive,game anak kecil saya suka,5,2025-08-05 15:08:39
Blue Archive,"ini game bukan sekedar game cuy. ini game gila banget kerennya, gua suka banget apalagi bisa nyari waifu :)",5,2025-08-05 14:59:13
Blue Archive,bgus bgt nih game sampe gw rela relain duit gw buat beli gift buat istri gw Yuuka🤭,5,2025-08-05 14:54:55
Blue Archive,"untuk gameplay nya lumayan bagus apalagi ada fitur elus² membuat saya ketagihan main ini game😋, tapi tolong kurangin performa gamenya supaya lebih enteng mainnya kayak BA JP",4,2025-08-05 14:53:56
Blue Archive,"Game nyantai. Storynya enak dibaca, penempatan teksnya enak diliat, gk terlalu kecil dan rapet. Musiknya enak didengar, sesuai dengan suasana cerita.",5,2025-08-05 14:21:58
Blue Archive,yaudah,5,2025-08-05 14:16:48
Blue Archive,bagus story ada cuma agak berat aja semoga masih bisa di press lah sama game nya tapi serius Waifu di sini banyak jadi betah 😁😁😁,5,2025-08-05 14:16:25
Blue Archive,Makasih nexon udah bikin cewe secantik Yuuka😁,5,2025-08-05 14:15:51
Blue Archive,"game ini udah dikasih banyak bansos, apalagi saya end game dan udah level 90, dan masih aja ada konten konten kayak Event, Total Assult dan Grand Assult, best banget pokoknya, apalagi ini game enak banget kalau gacha, apalagi kalau Spark😂, langsung hina hina nih game, tapi pas dapet, bersyukur banget, wkwk. pyroxene juga sering dapet banyak, hehe... makasih Nexon bikinin nih game baik, baik banget nih game nya... 🥰",5,2025-08-05 14:06:43
Blue Archive,mana fitur menikahnya😡,5,2025-08-05 13:54:16
Blue Archive,"gamenya bagus,dari gameplay bagus banget tidak ribet, juga murid-muridnya sangat banyak Dan storynya juga terus skin muridnya bagus bagus,tidak ribet cari itemnya seperti pyroxin tinggal selesaikan misi atau story. Ya walaupun agak delay dikit tapi ngak apa-apalah. Mungkin itu aja dari saya terimakasih😄😄",5,2025-08-05 13:53:48
Blue Archive,banner shiroko teror balikin lagi yah belum dapet soalnya aku😭,5,2025-08-05 13:13:45
Blue Archive,sumpah bagus banget baru kali ini dapet shiiroko terror,5,2025-08-05 12:26:16
Blue Archive,"saya kasih bintang lima,karena,my bhini disini semua",5,2025-08-05 11:37:18
Blue Archive,gamenya mantap banyak bansosnya anti kikir😁👍,5,2025-08-05 11:24:21
Blue Archive,"game nya bagus sekali tapi tolong di kasih hoki dong saat spin ,saya udh habisin 60k pyrox Coman dapet 2 murid (shiroko terror/Hoshino bettle",5,2025-08-05 10:50:13
Blue Archive,gamenya Baguss..... Dah itu Doang hehehehe,5,2025-08-05 10:48:34
Blue Archive,"overall bagus banget, dari segi karakter sangat beragam dan menarik, untuk eventnya juga sangat beragam dan bervariasi untuk diikuti, dari segi grafik juga memuaskan dan juga jarang ada bug yang ditemukan. ini rekomended banget bagi yang mau main game santai karena semua storynya sangat bagus. bintang lima buat blue archive",5,2025-08-05 10:48:18
Blue Archive,bagus sih game nya tapi loading nya lama banget cok sampe gw tunggu jam 2 😹🗿,4,2025-08-05 10:19:05
Blue Archive,mantap game nya menantang,5,2025-08-05 09:34:39
Blue Archive,game nya bagus tapi ukuran nya ngeri banget wok,5,2025-08-04 19:37:42
Blue Archive,"Gamenya seru banget dan ini game yang bagus dan grafisnya bagus dan seperti yang di animenya, ini pantas mendapatkan ranting bagus.",5,2025-08-04 19:33:03
Blue Archive,game yang sangat mantap bansos tiap hari sehat-sehat dah game baik,5,2025-08-04 18:00:54
Blue Archive,Assalamu'alaikum developer NEXON saya sangat suka dan puass banget saat bermain game inii karena apa 1.karena ada banyak waifunyaa di sini saya sangat suka 2.bug alhamdulillah ini tidak ada jika aku perhatikan dan yang ke 3.saya sangat suka banget inii game adalah game yang paling bestt yang pernah aku mainkan karakter karakter nya yang cantik cantik dan imut imut yang membuatkuu Terkesima terimakasih yaa developer sudah ngembangin game dan membuat game seperti ini dan semangat teruss.,5,2025-08-03 15:35:38
Blue Archive,game nya seru terus karakter nya lucu dah itu aja sekian terimakasih 🗿,5,2025-08-03 04:20:07
Blue Archive,"apaan nih, aku udah bersihin memori sampai Yang agak Rendah,kok tetap gabisa Download filenya Rek,kecewa aku Jnck",2,2025-08-02 18:05:18
Blue Archive,game nya bagus cuma hp ku kurang kuat aja jadi aku hapus tunggu aku ganti hp ya Hoshino,5,2025-08-02 10:40:54
Blue Archive,lumayan lah 😋,5,2025-08-02 09:10:50
Blue Archive,tolong tambahkan bahasa Indonesia,5,2025-08-02 00:30:47
Blue Archive,game terbaik op parah,5,2025-08-01 14:30:25
Blue Archive,keren bet co grafik bagus bet duh pokok nya bagus deh,5,2025-07-31 12:43:32
Blue Archive,awalnya coba coba sekaranjadi sepuhh,5,2025-07-31 01:18:58
Blue Archive,game nya bagus dan banyak lolinya🗿🗿hehe,5,2025-07-31 00:38:48
Blue Archive,kenapa ya akhir akhir ini game ini tidak bisa login padahal jaringan bagus,1,2025-07-30 22:27:47
Blue Archive,"gamenya bagus, cuma 1 yg bug yg bikin gw males maen, yaitu klo mau login malah layar hitam, gk keluar loading screen, semoga keluhan saya bisa tersampaikan kepada Developer nya",3,2025-07-30 18:19:22
Blue Archive,bagus aja,5,2025-07-30 16:25:22
Blue Archive,kecewa sekarang setiap mau login pasti keluar sendiri,1,2025-07-29 18:12:07
Blue Archive,"sistem gacha nya sangat tidak memuaskan,pelit",1,2025-07-29 11:11:17
Blue Archive,"Makasih papa Nexon udah nyiptain karakter secantik yuuka, Sangat cantik dan cocok untuk dijadikan my istri.",5,2025-07-29 10:58:51
Blue Archive,"bagus sih, cuma saran kalo main story ga pake VA tolong bahasanya lebih banyakin lagi karena ga banyak yg bisa bahasa inggris, kalo emg ga bisa tambahin bahasa di textnya minimal main story kasih VA biar playernya ga cuma ngandalin text inggrisnya. edit: tolong sistem Recruitment Points (RP) nya di ganti kaya dulu jadi bisa untuk gacha banner selanjutnya, gw baru tau karena baru balik pas udh gacha banyak"" ga dapet gara"" sistem RP nya cuma di banner itu, lesu gw_-",5,2025-07-29 05:56:31
Blue Archive,"menurtku game ini tidak bisa lagi di main kan di ponsel minimum rendah,terutama pengguna seperti saya sebelum update game nya agak lumayan lancar walau ponsel ku tidak memenuhi minimum,sekarang sudah buruk di ponsel rendah,menurutku tak bisa di mainkan karena lag yg parah entah itu aplikasinya ataupun mungkin sinyal juga,ya jelas saja mungkin tak bisa bukan tak bisa,tapi ya kataku tadi,mohon Dev agar di beri cara bagi pengguna sepertiku ini,saya masih ingin memainkannya walau ponsel kurang baik",2,2025-07-28 19:01:41
Blue Archive,"Sebenarnya Game nya udah bagus,tapi Tolong Untuk UI nya itu,sebisa mungkin Bisa gitu di teken atau di pencet karena jujur,ada yang paling ku benci yaitu Dimana saat aku ingin pencet Shop atau Recruitment,pasti Itu selalu gak ketekan atau bisa dibilang gak ke deteksi gitu sama Sensor game nya sama tangan ku juga udah berkali kali teken tapi selalu aja gitu,Tolong kalau bisa Touch Screen Game nya bisa di tekan sama tangan,karena ini paling nyiksa banget,semoga Developer mengerti keluhan ku ini",3,2025-07-28 00:00:14
Blue Archive,selain gameplaynya saya suka musik backsoundnya rara rata pada bagus semua 👍,5,2025-07-27 20:12:07
Blue Archive,game yang luar biasa untuk orang yang pecinta anime seperti saya,5,2025-07-27 18:38:04
Blue Archive,game nya asik & juga seru,5,2025-07-27 17:43:15
Blue Archive,Pokoknya Azusa istriku 🤭,5,2025-07-27 12:00:49
Blue Archive,tambahkan fitur nambah anak,1,2025-07-27 11:42:44
Blue Archive,hadiah event ny tolong bnyakin😁,5,2025-07-26 20:23:52
Blue Archive,game ini bagus dan bagi saya recomended untuk para pemain game rpg yaa,5,2025-07-26 19:11:01
Blue Archive,"Story nya Bagus, Character & Gameplay nya Bagus, Mode nya banyak, dan sudah Main 3thn... Minus nya di gacha, gw trust issue banget Sama Rate Up Murid b3 nya... mau gimana lagi Keseringan Rate off pdhl dah pull 100+. Yah itu aja sih Overall semua nya bagus. Terima kasih selalu atas Bansos Yg sering bagikan😊.",4,2025-07-26 13:10:11
Blue Archive,kenapa penyimpanan tidak cukup padahal penyimpananku banyak,2,2025-07-26 12:52:09
Blue Archive,Gamenya Bagus Dan Beberapa Komunitasnya Solid tapi sayang Skrg LG bertebaran Fandom Gooners🥀💔,5,2025-07-26 01:55:15
Blue Archive,loading lama dan kebanyakan bicara untuk fitur tambahan yg sy inginkan cuma tambahin bahasa Indonesia ya tapi literally bagus,4,2025-07-25 16:34:31
Blue Archive,game nya bagus dari segi grafik dan story nya,5,2025-07-25 14:23:53
Blue Archive,"game bagus story nya juga bagus banyak juga istri"" yg bisa di claim disini",5,2025-07-25 08:51:58
Blue Archive,please adain lagi game v4 global jangan cuma di korea doang,5,2025-07-24 19:47:41
Blue Archive,"ini sangat baguss bgt dan loadingnnya lama dikit dan aku udh mainin ini , seru bgt dan juga permainan nya bgs aku sih gak Betek main ini Blue Archive memang terbaik sih aku suka bgt game nya emg kata 1 org katanya loading nya lama bgt padahal GK loh kek nya hrs tungguin lama dan ngeces dulu ya , ini info ku oke 👇👇",5,2025-07-24 16:27:41
Blue Archive,"Mantap gan, lanjuttt!!!!!",5,2025-07-24 12:29:02
Blue Archive,"Gameplaynya enak, desain karakternya ok, storynya jg bagus",4,2025-07-24 11:40:00
Blue Archive,Tambahkan fitur pakai hijab,5,2025-07-23 20:07:15
Blue Archive,"game nya aku suka tapi pas aku masuk dalam game nya layar hpku malah kepotong dikit di samping apa ga bisa gitu sampai full screen? ga nyaman banget liatnya, sama juga pas mau upgrade murid malah tiba tiba keluar sendiri",3,2025-07-23 19:16:44
Blue Archive,"overall bagus, tapi tolong tambahin fitur agama, biar kita bisa menjaga mata, kan kebanyakan karakternya gak pantes diliat😁",5,2025-07-23 19:09:55
Blue Archive,gara gara game ini gw dikatain pedo Ama temen gw 💔🥀,1,2025-07-23 18:44:36
Blue Archive,"game terbaik yang pernah aku mainkan...!, dari segi Grafik Nya Muanntapp Poll....Story nya juga ga kalah keren.... berbagai Event nya juga menarik... Setiap Muridnya juga memiliki Kepribadian dan sifat yang berbeda-beda..... Desain Mulai dari Murid, Sekolah,dll nya keren.... semangat buat Dev Yg kembangin ini game.... semoga makin banyak Event dan murid-murid kedepannya ...",5,2025-07-23 16:55:22
Blue Archive,tolong dong bug banyak banget contohnya tadi aku lagi mau main tiba-tiba keluar sendiri tolong dong hapus bug nya,1,2025-07-23 15:13:24
Blue Archive,ya dari grafik nya lumayan tapi tolong tambahkan sedikit bhs yg lain,5,2025-07-23 13:14:17
Blue Archive,Bagus sih sebenarnya tapi gw gak bisa bahasa inggris Wak skill issue._.,5,2025-07-23 01:13:20
Blue Archive,"Salah satu game terbaik bergaya anime! Ceritanya ringan tapi penuh emosi, karakternya lucu dan bikin sayang, plus ada komedi yang bikin senyum sendiri. Cocok banget buat yang suka dunia anime dan cerita slice of life bercampur aksi. Visual dan musiknya juga top! Main ini bukan cuma seru, tapi juga menenangkan hati. ❤️",5,2025-07-22 22:44:42
Blue Archive,game ini sangat bagus meskipun download data nya banyak tapi gw gak nyesel karna gw bisa ketemu sama my bini,5,2025-07-22 20:50:30
Blue Archive,apakah tim developer bisa menambahkan subtitle Indonesia?,5,2025-07-22 16:53:55
Blue Archive,"gemenya sangatlah bagus,baik dari segi grafik dll. tetapi alangkah baiknya ditambahkan bahasa Indonesianya 🙏",5,2025-07-22 13:29:02
Blue Archive,"Overall gamenya oke lah. Dari grafik, karakter, gameplay, dan ceritanya udah bagus. Tapi yang jadi masalah loading downloadnya lama bngt.",5,2025-07-22 06:01:41
Blue Archive,dev terlalu baik,5,2025-07-21 23:25:56
Blue Archive,soal banyak senjata di game anime blue archive,5,2025-07-21 19:00:42
Blue Archive,game yg membuat gw bertahan dari keinginan bundir🥀,5,2025-07-21 18:20:26
Blue Archive,"mantap si, walaupun gacha ampas (kudu spark biar dapat murid yg di cari) tapi ini game emang nyantai (kecuali story nya drama)",5,2025-07-21 17:14:03
Blue Archive,Berulang kali pensi sama ini game tapi masih aja di prank udh dpt rainbow eh malah lagi²dupe pdhl student udh Rarity B5 echane B3 owalah ampas bngt kalo ngasih rate-up pensi lagi aja makasih,1,2025-07-21 15:35:01
Blue Archive,karakter shiroko ngeselin nya minta ampun bjirr,1,2025-07-21 13:32:04
Blue Archive,"game ini cocok untuk org yang gampang stres terus ada beberapa Waifu yang lucu dan masih banyak lagi terus hp gw yang kentang aja masih bisa main game ini, masa hp kalian kaga bisa, terus tolong tambahkan bahasa indonesia kalo misalnya org yang nggak bisa bahasa inggris biasanya mereka akan skip animasi/ cerita nya dan tolong tambahkan bahasa indonesia, kalau misal nya ada bahasa indonesia maka akan menjadi mudah untuk menonton animasi/cerita nya jadi tolong tambahkan bahasa Indonesia ya",5,2025-07-20 16:50:15
Blue Archive,jangan rilis battle pass di global,1,2025-07-20 14:13:40
Blue Archive,agk lag pas jalanin misi jir pdhl udh bagus sinyal saya,4,2025-07-20 12:24:36
Blue Archive,"game nya bagus, nggak pelit proxy dan sering dapet murid yang bagus walaupun masih pemula",5,2025-07-20 11:55:43
Blue Archive,heran gua 5 banner full 200 gacha semua ini kena kutukan apa gimana akun gua,1,2025-07-20 01:53:47
Blue Archive,bagus walaupun kadang ngelag,5,2025-07-19 20:09:37
Blue Archive,game sangat bagus story nya juga bagus dan seru,5,2025-07-19 19:23:58
Blue Archive,mohon maaf gamenya grafik nya udah had kebanyakan update sekali lagi maaf ya,4,2025-07-19 19:13:56
Blue Archive,terimakasih papa nexon gacor rio 20x pull kalau neru pake tiket gw dapet sm klepon besok rate on dibawah 40x pull gw ga bakal uninstall sampe gamenya tutup,5,2025-07-19 15:53:22
Blue Archive,tolong untuk developer di tambahkan bahasa Indonesia ya pliss soalnya aku bingung tapi gamenya udah bagus kok cuma kurang bahasa Indonesia aja,5,2025-07-19 12:40:50
Blue Archive,nyangkut di episode 24,5,2025-07-19 11:45:20
Blue Archive,"game nya bagus, buat yang suka main game santai ini cocok bngt buat di mainin cuman ya gitu agak berat dikit, tapi game nya bagus kok dan gak ngecewain",5,2025-07-19 05:59:31
Blue Archive,"Gacha nya ampas bet anjir, hoki nya di banner non-limited",1,2025-07-18 08:15:15
Blue Archive,"game nya udh bgus dari segi grafik, gameplay, karakter, story, dll. tpi sayangnya masih ada sedikit masalah seperti stuck di loading(padahal jaringan udh bagus)screen, saran saya mohon di benerin dan kalo bisa tambahkan sedikit bahasa-bahasa yg ada di game ini.",5,2025-07-18 03:31:25
Blue Archive,"aku memberi bintang satu karena semakin hari gamenya semakin berat dan optimalisasinya sangat buruk, itulah mengapa aku jarang memainkan game ini karena tadi",1,2025-07-18 00:23:43
Blue Archive,game dengan story terbaik yang pernah saya mainkan!,5,2025-07-17 23:29:47
